sku,description,image,manufacturer,meta_description,meta_title,name,name_original,price,short_description,weight
POW90850M," 
	 
		 
			B-Squares es un sistema modular tridimensional de electrónica con énfasis en la energía solar y almacenamiento de la misma. Es extensible, permitiendo que crees prototipos de inventos utilizando tecnología limpia y Arduino rápidamente.
		 <br><br>Los cuadrados tienen contactos magnéticos en cada esquina, que les permiten conectarse fácilmente entre sí sin cables. Estos contactos magnéticos también se utilizan para transmitir señales eléctricas entre sí. Este diseño te permite ensamblar rápidamente cuadrados en matrices, con la energía fluyendo a través de la matriz, sin necesidad de cables o soldadura. El Solar-Square provee potencia e incluye un panel solar 0.325W y es una parte básica en el sistema.
	 <br> <br> 
	<ul>
<li>
			Antes de usar, retire la cubierta protectora de plástico en la parte superior del panel solar.
		</li>
		<li>
			Para un mejor rendimiento, utilice el Solar-Square con luz directa del sol.
		</li>
	</ul> <br> 
	 
		<b>Características</b>
	 <br> 
		<ul>
<li>
				Contactos magnético resistentes.
			</li>
			<li>
				Paneles solares de alta eficiencia(5V @ 65mA).
			</li>
			<li>
				Protección de ""corriente en oscuridad"".
			</li>
		</ul> <br> <br> 
	 
		<b>Absolutos nominales máximos</b>
	 <br> 
		<ul>
<li>
				Tensión de contacto ............................. 0 V a 30 V
			</li>
			<li>
				Temperatura .................................. -20 ° C a 45 ° C
			</li>
		</ul> <br><br><b>Recurso</b>
				 <br> 
					<ul>
<li>
							<a href=""http://www.kickstarter.com/projects/jmcrae/b-squares-modular-solar-powered-electrics"">Página del proyecto de Kickstarter</a>
						</li>
						<li>
							<a href=""http://www.b-squares.com/"">B-Squares - Página de Inicio</a>
						</li>
						<li>
							<a href=""http://www.b-squares.com/"">B-Squares - Datasheet</a>
						</li>
					</ul> <br><br><br><br>B-Squares (SOLAR-SQUARE)<br>Producto diseñado por: <a href=""http://www.b-squares.com/""><b>Octo23 & Haddock invention</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>B-Squares es un sistema modular tridimensional de electrónica con énfasis en la energía solar y almacenamiento de la misma. Es extensible, permitiendo que crees prototipos de inventos utilizando tecnología limpia y Arduino rápidamente.
Los cuadrados t",/p/o/pow90850m.jpg,Octo23 & Haddock invention,"B-Squares es un sistema modular tridimensional de electrónica con énfasis en la energía solar y almacenamiento de la misma. Es extensible, permitiendo que crees prototipos de inventos utilizando tecnología limpia y Arduino rápidamente.
Los cuadrados t",B-Squares - Solar-Square (Panel Solar) - Silicio.mx,B-Squares - Solar-Square (Panel Solar),B-Squares (SOLAR-SQUARE),420,"B-Squares es un sistema modular tridimensional de electrónica con énfasis en la energía solar y almacenamiento de la misma. Es extensible, permitiendo que crees prototipos de inventos utilizando tecnología limpia y Arduino rápidamente.
Los cuadrados tienen contactos magnéticos en cada esquina, que les permiten conectarse fácilmente entre sí sin cables. Estos contactos magnéticos también se utilizan para transmitir señales eléctricas entre sí.",62
PRO101D2P," 
	Es una tarjeta de conexion con el chip de 5a generación FT2232H FTDI USB 2.0 IO.
	<br>
	El FT2232 es un convertidor de USB a serial como el FT232, pero con una muchas características más:
 <br> 
	<ul>
<li>
			USB 2.0 de alta velocidad (480 Mb / s)
		</li>
		<li>
			2 puertos USB independientes a los puertos serie
		</li>
		<li>
			2 módulos MPSSE con I2C, SPI y JTAG
		</li>
		<li>
			IO pins de uso general 
		</li>
		<li>
			3.3 volts
		</li>
		<li>
			Soporta depurador JTAG en OpenOCD, UrJTAG y otros
		</li>
		<li>
			Soporte multiplataforma, drivers GPL
		</li>
	</ul> <br> 
	La tarjeta de conexion incluye una memoria EEPROM para descriptores USB personalizados y VID / PID.
 <br><br><b>Documentación</b>
 <br> 
	<ul>
<li>
			<a href=""http://dangerousprototypes.com/docs/FT2232_breakout_board"">Documentación</a>
		</li>
		<li>
			<a href=""http://www.ftdichip.com/Products/ICs/FT2232H.htm"">FT2232H sitio web del fabricante</a>
		</li>
		<li>
			<a href=""http://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT2232H.pdf"">MMA7455L ficha técnica</a>
		</li>
	</ul> 
		<b>
		<br></b>
	 <br> <br><br><br>FT2232H USB 2.0 Hi-Speed breakout board<br>Producto diseñado por: <a href=""http://dangerousprototypes.com/forum/""><b>Dangerous Prototypes</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Es una tarjeta de conexion con el chip de 5a generación FT2232H FTDI USB 2.0 IO.",/p/r/pro101d2p.jpg,Dangerous Prototypes,Es una tarjeta de conexion con el chip de 5a generación FT2232H FTDI USB 2.0 IO.,Breakout - FT2232H USB 2.0 de alta velocidad  - Silicio.mx,Breakout - FT2232H USB 2.0 de alta velocidad ,FT2232H USB 2.0 Hi-Speed breakout board,640,Es una tarjeta de conexion con el chip de 5a generación FT2232H FTDI USB 2.0 IO.,10
PRO12554P," 
	Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.
 <br> 
	<ul>
<li>
			Pines 32-80 paquetes xQFP (TQFP, VQFP, LQFP, etc)
		</li>
		<li>
			Cada clavija lleva a una cabecera o header
		</li>
		<li>
			Es de código abierto (CC-BY-SA) Diseñado por DangerousPrototypes.com
		</li>
	</ul> <br> 
	¿No sabes que tamaño de protoboard comprar? Consulte <a href=""http://dangerousprototypes.com/docs/Choosing_a_breakout_board"">la elección de una tarjeta de proyectos</a>
 <br><br><a href=""http://dangerousprototypes.com/docs/Dangerous_Proto_boards#xQFP_breakouts"">Documentos</a>
 <br><br><b>
	<br></b>
 <br><br><br>xQFP breakout board - 0.5mm<br>Producto diseñado por: <a href=""http://dangerousprototypes.com/forum/""><b>Dangerous Prototypes</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",/p/r/pro12554p.jpg,Dangerous Prototypes,"Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",Breakout para montaje superficial xQFP - 0.5 mm - Silicio.mx,Breakout para montaje superficial xQFP - 0.5 mm,xQFP breakout board - 0.5mm,71,"Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",5
PRO12654P," 
	 
		Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.
	 <br> 
		<ul>
<li>
				Pines 32-80 paquetes xQFP (TQFP, VQFP, LQFP, etc)
			</li>
			<li>
				Cada clavija lleva a una cabecera o header
			</li>
			<li>
				Es de código abierto (CC-BY-SA) Diseñado por DangerousPrototypes.com
			</li>
		</ul> <br> 
		¿No sabes que tamaño de protoboard comprar? Consulte <a href=""http://dangerousprototypes.com/docs/Choosing_a_breakout_board"">la elección de una tarjeta de proyectos</a>
	 <br><br><a href=""http://dangerousprototypes.com/docs/Dangerous_Proto_boards#xQFP_breakouts"">Documentos</a>
	 <br><br><b>
		<br></b>
	 <br> <br><br><br>xQFP breakout board - 0.65mm<br>Producto diseñado por: <a href=""http://dangerousprototypes.com/forum/""><b>Dangerous Prototypes</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",/p/r/pro12654p.jpg,Dangerous Prototypes,"Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",Breakout para montaje superficial xQFP- 0.65 mm - Silicio.mx,Breakout para montaje superficial xQFP- 0.65 mm,xQFP breakout board - 0.65mm,71,"Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",5
PRO12754P," 
	 
		Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.
	 <br> 
		<ul>
<li>
				Pines 32-80 paquetes xQFP (TQFP, VQFP, LQFP, etc)
			</li>
			<li>
				Cada clavija lleva a una cabecera o header
			</li>
			<li>
				Es de código abierto (CC-BY-SA) Diseñado por DangerousPrototypes.com
			</li>
		</ul> <br> 
		¿No sabes que tamaño de protoboard comprar? Consulte <a href=""http://dangerousprototypes.com/docs/Choosing_a_breakout_board"">la elección de una tarjeta de proyectos</a>
	 <br><br><a href=""http://dangerousprototypes.com/docs/Dangerous_Proto_boards#xQFP_breakouts"">Documentos</a>
		 <br><br><br><br>xQFP breakout board - 0.8mm<br>Producto diseñado por: <a href=""http://dangerousprototypes.com/forum/""><b>Dangerous Prototypes</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",/p/r/pro12754p.jpg,Dangerous Prototypes,"Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",Breakout para montaje superficial xQFP- 0.8 mm - Silicio.mx,Breakout para montaje superficial xQFP- 0.8 mm,xQFP breakout board - 0.8mm,71,"Tarjeta de prototipos para montaje superficial de tamaño QFP (paquete plano cuádruple / quad flat package). Actualmente disponible en 0,50 mm, 0,65 mm, 0,80 mm y.",5
PRO23049P,"Esta ProtoShield permite que Usted añada su propia circuitería o componentes a sus sistemas de prototipos Grove. Esto permite que acceda a todas las 4 líneas desde el conector de cable S0, S1, VCC y GND. Asimismo incluye un botón extra normalmente abierto para que le saque provecho en su circuito. El espaciado entre agujeros le permite utilizar el formato DIP y de circuitos intetrados estándar, dando simplicidad a la tarjeta. Puede que le sea conveniente comprar varias de estas tarjetas para usos en el futuro.
 
	<br> <br> 
	 
		<b>Documentos</b>
	 <br> 
		<ul>
<li>
				<a href=""http://www.seeedstudio.com/wiki/index.php?title=GROVE_-_Starter_Kit_v1.1b#Grove_-_Protoshield"">Cómo utilizar el ProtoShiled de Grove</a>
			</li>
		</ul> <br> <br><br><br>Grove - Protoshield<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/index.php?title=GROVE_-_Starter_Kit_v1.1b#Grove_-_Protoshield""><b>Seeed Studio</b></a>Esta ProtoShield permite que Usted añada su propia circuitería o componentes a sus sistemas de prototipos Grove. Esto permite que acceda a todas las 4 líneas desde el conector de cable S0, S1, VCC y GND. Asimismo incluye un botón extra normalmente abi",/p/r/pro23049p.jpg,Seeed Studio,"Esta ProtoShield permite que Usted añada su propia circuitería o componentes a sus sistemas de prototipos Grove. Esto permite que acceda a todas las 4 líneas desde el conector de cable S0, S1, VCC y GND. Asimismo incluye un botón extra normalmente abi",Grove - ProtoShield - Silicio.mx,Grove - ProtoShield,Grove - Protoshield,33,"Esta ProtoShield permite que Usted añada su propia circuitería o componentes a sus sistemas de prototipos Grove. Esto permite que acceda a todas las 4 líneas desde el conector de cable S0, S1, VCC y GND. Asimismo incluye un botón extra normalmente abierto para que le saque provecho en su circuito. El espaciado entre agujeros le permite utilizar el formato DIP y de circuitos intetrados estándar, dando simplicidad a la tarjeta.",5
PRO38054P," 
	Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para <a href=""http://dangerousprototypes.com/docs/Main_Page#Processor_overviews"">empezar a trabajar con microcontroladores</a>. Tiene huellas de trabajo para:
 <br> 
	<ul>
<li>
			Pines 32-80 paquetes xQFP (TQFP, VQFP, LQFP, etc)
		</li>
		<li>
			Chips SOIC (W) de .150"" a 0.3"" (max 32 pines)
		</li>
		<li>
			Chips xSSOP (max 32 pines)
		</li>
		<li>
			2x Botón con resistor pull-up en área de entrada
		</li>
		<li>
			8x LED con resistor en área de salida
		</li>
		<li>
			SMD o agujeros para cristal con sus capacitores
		</li>
		<li>
			6x SOT-23-3/5/6
		</li>
		<li>
			8x 0805 R y C (algunas áreas extras cerca huellas IC)
		</li>
		<li>
			8x DO-323
		</li>
		<li>
			Agujeros de 24x10 en área de prototipo
		</li>
		<li>
			Bus de energía recorrido cerca de todos los componentes
		</li>
		<li>
			Etiquetas de imprenta en la parte superior e inferior
		</li>
		<li>
			Código abierto (CC-BY-SA)
		</li>
	</ul> <br> 
	¿No sabes que tamaño de Proto elegir? Consulta <a href=""http://dangerousprototypes.com/docs/Choosing_a_breakout_board"">la elección de un tablero protoboard</a>.
 <br><br><a href=""http://dangerousprototypes.com/docs/Dangerous_Protoboards#xQFP_protoboard"">Documentación</a>
 <br><br><br><br>QFP surface mount protoboard - 0.50mm<br>Producto diseñado por: <a href=""http://dangerousprototypes.com/forum/""><b>Dangerous Prototypes</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para .",/p/r/pro38054p.jpg,Dangerous Prototypes,Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para .,Breakout para montaje Superficial QFP - 0.50 mm - Silicio.mx,Breakout para montaje Superficial QFP - 0.50 mm,QFP surface mount protoboard - 0.50mm,235,Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para .,24
PRO38154P," 
	Protoboard o placa de desarrollo multi-propósito de montaje en superficie de prototipos Peligrosos. Ideal para <a href=""http://dangerousprototypes.com/docs/Main_Page#Processor_overviews"">empezar</a> con un nuevo microcontrolador. Tiene huellas para:
 <br><ul>
<li>
		32-80pin xQFP paquetes (TQFP, VQFP, LQFP, etc)
	</li>
	<li>
		Chips SOIC (W) de .150 ""a 0.3"" (max 32 pines)
	</li>
	<li>
		Chips xSSOP (max 32 pines)
	</li>
	<li>
		Botón con área de entrada  de resistor pull-up (2x)
	</li>
	<li>
		LED con zona de resistencia de salida (8x)
	</li>
	<li>
		Cristal SMD o de agujero pasante con condensadores
	</li>
	<li>
		SOT-23-3/5/6 (6x)
	</li>
	<li>
		0805 R y C (8x, además de extras cerca de huellas IC)
	</li>
	<li>
		DO-323 (8x)
	</li>
	<li>
		Área de prototipo de 24 × 10 pines de agujero pasante
	</li>
	<li>
		Buses de energía enviados cerca de todos los componentes
	</li>
	<li>
		Etiquetas de seda en la parte superior e inferior
	</li>
	<li>
		De código abierto (CC-BY-SA)
	</li>
</ul> 
	¿No sabes tu tamaño? Consulte <a href=""http://dangerousprototypes.com/docs/Choosing_a_breakout_board"">la elección de un tablero de prototipos</a>.
 <br> 
 <br> 
	<a href=""http://dangerousprototypes.com/docs/Dangerous_Protoboards#xQFP_protoboard"">Documentación</a>
 <br> 
 <br> 
	<b>
	<br></b>
 <br><br><br>QFP surface mount protoboard - 0.65mm<br>Producto diseñado por: <a href=""http://dangerousprototypes.com/forum/""><b>Dangerous Prototypes</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Protoboard o placa de desarrollo multi-propósito de montaje en superficie de prototipos Peligrosos. Ideal para  con un nuevo microcontrolador.",/p/r/pro38154p.jpg,Dangerous Prototypes,Protoboard o placa de desarrollo multi-propósito de montaje en superficie de prototipos Peligrosos. Ideal para  con un nuevo microcontrolador.,"Breakout / Protoboard QFP de montaje en superficie - 0,65 mm - Silicio.mx","Breakout / Protoboard QFP de montaje en superficie - 0,65 mm",QFP surface mount protoboard - 0.65mm,235,Protoboard o placa de desarrollo multi-propósito de montaje en superficie de prototipos Peligrosos. Ideal para  con un nuevo microcontrolador.,24
PRO38254P," 
	 
		Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para <a href=""http://dangerousprototypes.com/docs/Main_Page#Processor_overviews"">empezar a trabajar con microcontroladores</a>. Tiene huellas de trabajo para:
	 <br> 
		<ul>
<li>
				Pines 32-80 paquetes xQFP (TQFP, VQFP, LQFP, etc)
			</li>
			<li>
				Chips SOIC (W) de .150"" a 0.3"" (max 32 pines)
			</li>
			<li>
				Chips xSSOP (max 32 pines)
			</li>
			<li>
				2x Botón con resistor pull-up en área de entrada
			</li>
			<li>
				8x LED con resistor en área de salida
			</li>
			<li>
				SMD o agujeros para cristal con sus capacitores
			</li>
			<li>
				6x SOT-23-3/5/6
			</li>
			<li>
				8x 0805 R y C (algunas áreas extras cerca huellas IC)
			</li>
			<li>
				8x DO-323
			</li>
			<li>
				Agujeros de 24x10 en área de prototipo
			</li>
			<li>
				Bus de energía recorrido cerca de todos los componentes
			</li>
			<li>
				Etiquetas de imprenta en la parte superior e inferior
			</li>
			<li>
				Código abierto (CC-BY-SA)
			</li>
		</ul> <br> 
		¿No sabes que tamaño de Proto elegir? Consulta <a href=""http://dangerousprototypes.com/docs/Choosing_a_breakout_board"">la elección de un tablero protoboard</a>.
	 <br> <br> 
	<a href=""http://dangerousprototypes.com/docs/Dangerous_Protoboards#xQFP_protoboard"">Documentación</a>
 <br><br><br><br>QFP surface mount protoboard - 0.80mm<br>Producto diseñado por: <a href=""http://dangerousprototypes.com/forum/""><b>Dangerous Prototypes</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para .",/p/r/pro38254p.jpg,Dangerous Prototypes,Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para .,Breakout para montaje Superficial QFP - 0.80 mm - Silicio.mx,Breakout para montaje Superficial QFP - 0.80 mm,QFP surface mount protoboard - 0.80mm,235,Una tarjeta de montaje superficial multipropósito fabricada por Dangerous Prototypes. Es perfacta para .,24
PRO42345P,"El ""Mama Proto - Tarjeta corta"" es una tarjeta de desarrollo con dedos de oro que encajan en la placa Mama. Esto permite la creación de prototipos de una manera muy cómoda y rápida donde se pueden mezclar y combinar diferentes circuitos juntos de una manera modular.
<br> 
	Para obtener más información sobre este producto, por favor visite <a href=""http://www.samuraicircuits.com/products"">http://www.samuraicircuits.com/products</a>
 <br><br><br>Mama Proto-Card Short<br>Producto diseñado por: <a href=""http://www.samuraicircuits.com/""><b>Samurai Circuits</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>El ""Mama Proto - Tarjeta corta"" es una tarjeta de desarrollo con dedos de oro que encajan en la placa Mama. Esto permite la creación de prototipos de una manera muy cómoda y rápida donde se pueden mezclar y combinar diferentes circuitos juntos de una ",/p/r/pro42345p.jpg,Samurai Circuits,"El ""Mama Proto - Tarjeta corta"" es una tarjeta de desarrollo con dedos de oro que encajan en la placa Mama. Esto permite la creación de prototipos de una manera muy cómoda y rápida donde se pueden mezclar y combinar diferentes circuitos juntos de una ",Mama Proto - Tarjeta Corta - Silicio.mx,Mama Proto - Tarjeta Corta,Mama Proto-Card Short,65,"El ""Mama Proto - Tarjeta corta"" es una tarjeta de desarrollo con dedos de oro que encajan en la placa Mama. Esto permite la creación de prototipos de una manera muy cómoda y rápida donde se pueden mezclar y combinar diferentes circuitos juntos de una manera modular.",5
PRO42445P," 
	Ésta Proto-Card Mama Larga es un proto-board con dedos dorados en los dos extremos que encajan en el Shield Mama. Esto genera muy convenientemente prototipado rápido y fácil donde usted puede mezclar y combinar diferentes circuitos de una manera modular, con estilo. Esta proto-card se puede cortar por la mitad para formar dos proto-tarjetas mas pequeñas.
 <br><br>Para obtener más información sobre este producto, por favor visite <a href=""http://www.samuraicircuits.com/products"">ésta página</a>.
 <br><br><br>Mama Proto-Card Tall<br>Producto diseñado por: <a href=""http://www.samuraicircuits.com/""><b>Samurai Circuits</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Ésta Proto-Card Mama Larga es un proto-board con dedos dorados en los dos extremos que encajan en el Shield Mama. Esto genera muy convenientemente prototipado rápido y fácil donde usted puede mezclar y combinar diferentes circuitos de una manera modul",/p/r/pro42445p.jpg,Samurai Circuits,Ésta Proto-Card Mama Larga es un proto-board con dedos dorados en los dos extremos que encajan en el Shield Mama. Esto genera muy convenientemente prototipado rápido y fácil donde usted puede mezclar y combinar diferentes circuitos de una manera modul,Proto-Card Mama Larga - Silicio.mx,Proto-Card Mama Larga,Mama Proto-Card Tall,111,"Ésta Proto-Card Mama Larga es un proto-board con dedos dorados en los dos extremos que encajan en el Shield Mama. Esto genera muy convenientemente prototipado rápido y fácil donde usted puede mezclar y combinar diferentes circuitos de una manera modular, con estilo. Esta proto-card se puede cortar por la mitad para formar dos proto-tarjetas mas pequeñas.",15
ROB06011P,"
<p>
	Makeblock es la próxima generación de la construcción y creación de prototipos de plataforma. Ayude a convertir sus ideas en éxitos. Puede utilizar esta plataforma para construir algo grande, fuerte y profesional. 
</p>
<p>
	 
</p>
<p>
	                    
</p>
<p>
	La mayoría son piezas de aluminio fuertes, inteligentemente diseñadas con pequeñas ranuras roscadas que permiten a los tornillos unirse en cualquier posición a lo largo de las ranuras sin necesidad de utilizar tuercas. Esta plataforma contiene partes básicas de estructura, piezas de transición, motores, soportes, etc. suficiente para que se pueda construir un gran número de estructuras, robots, deslizadores de cámaras, juguetes inteligentes, etc. 
</p>
<p>
	Esta plataforma es abierta, compatible con muchas piezas estándar de la industria, también es compatible con Lego (la distancia de los agujeros en Lego y Makeblock son de 8mm) 
</p>
<p>
	Este kit 2WD es la mejor opción para comenzar con Makeblock, puedes crear diferentes configuraciones de robots 2WD con unos pocos pasos, y se pueden crear estructuras complejas mediante el uso de más piezas Makeblock. 
</p>
<p>
	<b>Características</b> 
</p>
<ul>
<li>
		Piezas de aluminio suficientemente fuertes para formar estructuras sólidas capaces de soportar una persona de 70 kg sobre él. 
	</li>
	<li>
		Ranura roscada aporta una gran flexibilidad, sin necesidad de utilizar tuercas. 
	</li>
	<li>
		Más de dos posibles configuraciones 2WD 
	</li>
	<li>
		4 motores de metal con un eje de salida más largo y eje trasero con decodificador
	</li>
	<li>
		Eje de aluminio con rueda, también utilizado como polea de distribución 
	</li>
	<li>
		Tableros de acrílico para la conexión de la placa Arduino a las partes mecánicas. 
	</li>
	<li>
		Altamente extensible 
	</li>
	<li>
		Buen color y superficie 
	</li>
</ul><p>
	<b>Especificaciones</b> 
</p>
<ul>
<li>
		Motor: 6-12V, 180-250rpm, 
	</li>
	<li>
		Diámetro de la rueda: 68.5mm 
	</li>
	<li>
		Carga útil:&gt; 10 kg 
	</li>
</ul><p>
	Listado de piezas:
</p>
<ul>
<li>
		3x Vean 0824-144  
	</li>
	<li>
		1x Plate7x9  
	</li>
	<li>
		2x Plate3x6  
	</li>
	<li>
		1x Soporte3x3  
	</li>
	<li>
		2x polea dentada 90T  
	</li>
	<li>
		2x Motor CC 25mm
	</li>
	<li>
		2x Soporte del motor 25mm 
	</li>
	<li>
		2x conector del eje 4mm  
	</li>
	<li>
		2X Soporte P3 
	</li>
	<li>
		2x Tire 68.5x22mm  
	</li>
	<li>
		2X Castor Wheel 
	</li>
	<li>
		2x Tuerca M8  
	</li>
	<li>
		1x Tornillo pequeño
	</li>
	<li>
		6x Tornillo M3x8mm
	</li>
	<li>
		6x Tornillo sin cabeza M3 x 5 mm  
	</li>
	<li>
		15x Tornillo M4x8mm 
	</li>
	<li>
		5x Tornillo M4x14mm
	</li>
	<li>
		8x Tornillo M4x22mm  
	</li>
	<li>
		12x Tuerca M4  
	</li>
	<li>
		1x Soporte de Arduino  
	</li>
	<li>
		1x Soporte de la batería  
	</li>
	<li>
		1x Contenedor de baterías  
	</li>
	<li>
		8x remache de plástico R3065  
	</li>
	<li>
		10 remache plástico R4120  
	</li>
	<li>
		10x Anillo de plástico
	</li>
</ul><p>
	(Bean 0824-144 significa que el tamaño de la sección es de 8 mm x 24 mm y longitud 144mm; Beam 0808-128 significa que el tamaño de la sección es 8mmx8mm y longitud 128mm) 
</p>
<p>
	Visite nuestro <a href=""http://makeblock.cc/"">sitio web: información general Makeblock</a> para obtener más información acerca de Makeblock y ver lo que otros kits de aplicación y extensión ya están disponibles. 
</p>



<br><br>Makeblock Configurable 2WD Robot Kit - Blue<br>Producto diseñado por: <a href=""http://makeblock.cc/""><b>Makeblock</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Makeblock es la próxima generación de la construcción y creación de prototipos de plataforma. Ayude a convertir sus ideas en éxitos. Puede utilizar esta plataforma para construir algo grande, fuerte y profesional. 
 
La mayoría son piezas de aluminio ",/r/o/rob06011p.jpg,Makeblock,"Makeblock es la próxima generación de la construcción y creación de prototipos de plataforma. Ayude a convertir sus ideas en éxitos. Puede utilizar esta plataforma para construir algo grande, fuerte y profesional. 
 
La mayoría son piezas de aluminio ",Kit de robot configurable 2WD Makeblock-Azul - Silicio.mx,Kit de robot configurable 2WD Makeblock-Azul,Makeblock Configurable 2WD Robot Kit - Blue,1630,"Makeblock es la próxima generación de la construcción y creación de prototipos de plataforma. Ayude a convertir sus ideas en éxitos. Puede utilizar esta plataforma para construir algo grande, fuerte y profesional. 
 
La mayoría son piezas de aluminio fuertes, inteligentemente diseñadas con pequeñas ranuras roscadas que permiten a los tornillos unirse en cualquier posición a lo largo de las ranuras sin necesidad de utilizar tuercas.",850
