SKU,Imagen,Nombre,Precio,Descripci�n,Peso
TEM03051B,/t/e/tem03051b.jpg,Cinta flexible leds blancos - 60 LEDs -1m, $265.00 ,"¿Buscas tiras de LED para añadir un poco de diversión a tu proyecto? Aquí encontraras lo que has estado buscando!!
La tira de LED utiliza LEDs tinity-smd como fuente de luz, de baja tensión y resistencia, el circuito integrado se encarga de mantener la corriente constante y mantiene el resplandor estable, brillante y uniforme.",20
TEM03056B,/t/e/tem03056b.jpg,Cable EL - 3m Blanco, $139.00 ,"Este es un rollo de 3 metros de largo, con cable EL de alto brillo y de larga vida. Es el cable de aspecto más brillante y de mejor color que encontramos para ti.
Usted necesita un  el cable EL.",22
TEM03071B,/t/e/tem03071b.jpg,Tira de LEDs AMARILLOS flexible resistente al agua - 60 LEDs - 1m, $380.00 ,"¿Buscas magníficas tiras de LED para añadir un poco de diversión a tu proyecto?
¡Encuentra la iluminación que buscas!
La tira de LEDs utiliza LEDs trinidad-SMD como componente principal, son de bajo voltaje debido a su resistencia interna, y el diseño de circuito hace que el consumo de corriente es estable, por lo que el brillo de los LEDs también lo es: brillante y uniforme.",42
TEM03072B,/t/e/tem03072b.jpg,Inversor de bolsillo 2xAA para cable EL, $74.00 ,Este es un pequeño inversor portátil para cable EL. Funciona con 2 pilas AA (no incluidas). Puede manejar de 1 a 5 metros de nuestro cable EL de alto brillo por aproximadamente 10 horas. Hay un botón de selección de los modos constante/parpadeo lento/parpadeo rápido/encendido/apagado. Hay una tapa desmontable en la parte posterior. Viene con un conector JST hembra de 2.5mm.,29
TEM03081B,/t/e/tem03081b.jpg,Tira flexible de LED azul impermeable - 60 LED - 1m, $380.00 ,"¿Busca magníficas tiras de LED para añadir un poco de diversión a su proyecto? Trate de encontrar algo que quiera aquí!
La tira de LED utiliza LEDs triple-SMD como fuente de luz, con una baja tensión, las resistencias y el IC de corriente constante logran un resplandor estable, brillante y uniforme. La placa de circuito FPC permite la facilidad para doblar, además, el auto-adhesivo hace que sea conveniente para adherirse a cualquier superficie plana.",42
TEM03091B,/t/e/tem03091b.jpg,Tira flexible de LED verde impermeable - 60 LED - 1m, $380.00 ,"¿Busca magníficas tiras de LED para añadir un poco de diversión a su proyecto? Trate de encontrar algo que quiera aquí!
La tira de LED utiliza LEDs triple-SMD como fuente de luz, con una baja tensión, las resistencias y el IC de corriente constante logran un resplandor estable, brillante y uniforme. La placa de circuito FPC permite la facilidad para doblar, además, el auto-adhesivo hace que sea conveniente para adherirse a cualquier superficie plana.",42
TEM03101B,/t/e/tem03101b.jpg,Tira flexible de LED Blanco a prueba de agua - 60 LED - 1m , $380.00 ,"¿Busca magníficas tiras de LED para añadir un poco de diversión a su proyecto? Trate de encontrar algo que quiera aquí!
La tira de LED utiliza LEDs triple-SMD como fuente de luz, con una baja tensión, las resistencias y el IC de corriente constante logran un resplandor estable, brillante y uniforme. La placa de circuito FPC permite la facilidad para doblar, además, el auto-adhesivo hace que sea conveniente para adherirse a cualquier superficie plana.",42
TEM03151B,/t/e/tem03151b.jpg,LCD 128 Segmentos Multiproposito, $205.00 ,Esta es una  LCD universal de 128 segmentos.,10
TEM03231B,/t/e/tem03231b.jpg,Lupa con LED, $105.00 ,"Aquí les traemos una lupa con LED. Está diseñada con 2 piezas de lente convexo cualificado, con poder de aumento mejorado, y  LEDs, que proporciona una mejor visión para cuando la luz es demasiado tenue para leer. Ponlo 2,5 cm horizontalmente por encima del objeto, ajusta un poco a una posición perfecta para adaptarse a tus ojos, y ahí lo tienes!
Es tan pequeño, que fácilmente se puede atar a sus llaves, y utilizarlo en cualquier lugar que desee, muy útil y conveniente.",29
TEM04101B,/t/e/tem04101b.jpg,Caja de almacenamiento de componentes de tamaño mediano - 5 unidades por lote - Verde, $90.00 ,"Puede utilizar esta caja para guardar todas las piezas pequeñas, como los chips de circuitos integrados, condensadores, resistencias, pequeños tornillos, tuercas, arandelas y arandelas de seguridad, etc. Los perfiles especiales diseñados por los cuatro lados de la caja garantizan una conexión segura con otras cajas del mismo tipo. Esta característica le permite hacer su propia caja en cualquier configuración que desee.",17
TEM04201B,/t/e/tem04201b.jpg,Caja de almacenamiento de componentes de tamaño pequeño - 5 unidades por lote - Azul, $33.00 ,"Puede utilizar esta caja para guardar todas las piezas pequeñas, como los chips de circuitos integrados, condensadores, resistencias, pequeños tornillos, tuercas, arandelas y arandelas de seguridad, etc. Los perfiles especiales diseñados por los cuatro lados de la caja garantizan una conexión segura con otras cajas del mismo tipo. Esta característica le permite hacer su propia caja en cualquier configuración que desee.",6
TEM04251B,/t/e/tem04251b.jpg,Juego de cables PoE pasivo, $105.00 ,"PoE (Power over Ethernet) es una tecnología que permite que la energía eléctrica pase con seguridad a lo largo del mismo cable Ethernet con datos. Utilizando un mismo cable, puede acoplar la conexión Ethernet y la alimentación en un solo paso.
Este producto viene en un par. Cada uno tiene un RJ45 hembra en un lado, y en el otro lado uno conector macho y ya sea un conector RJ45 divisor o un enchufe inyector en uno y otro.",77
TEM04252B,/t/e/tem04252b.jpg,Inversor Cinta Panel o Cable Electroluminiscente USB, $74.00 ,"¿A quién no le gusta tener múltiples opciones? Para un productos fácil de usar como el  y la , ahora tenemos el convertidor USB como otra gran opción de poder, ",38
TEM05141B,/t/e/tem05141b.jpg,Cinta Electroluminiscente Roja - 1m, $126.00 ,Esta cinta de un metro de largo EL tiene el mismo conector que nuestros otros productos de EL y se puede manejar ya sea por nuestro  o nuestro .,13
TEM05142B,/t/e/tem05142b.jpg,Cinta Electroluminiscente Amarillo - 1m, $126.00 ,Esta cinta de un metro de largo EL tiene el mismo conector que nuestros otros productos de EL y se puede manejar ya sea por nuestro  o nuestro .,13
TEM05143B,/t/e/tem05143b.jpg,Cinta Electroluminiscente Verde - 1m, $126.00 ,Esta cinta de un metro de largo EL tiene el mismo conector que nuestros otros productos de EL y se puede manejar ya sea por nuestro  o nuestro .,13
TEM05144B,/t/e/tem05144b.jpg,Cinta Electroluminiscente Azul - 1m, $126.00 ,Esta cinta de un metro de largo EL tiene el mismo conector que nuestros otros productos de EL y se puede manejar ya sea por nuestro  o nuestro .,13
TEM05145B,/t/e/tem05145b.jpg,Cinta Electroluminiscente Blanca - 1m, $126.00 ,Esta cinta de un metro de largo EL tiene el mismo conector que nuestros otros productos de EL y se puede manejar ya sea por nuestro  o nuestro .,13
TEM05146B,/t/e/tem05146b.jpg,Panel Electrolumniscente - 10cm x 10cm Rojo, $210.00 ,"Una hermana grande a nuestra , el panel EL es un artículo similar que se presenta en un formato de 10 cm cuadrados. Se dará cuenta cuando se trabaje con ella que comparte algunas de las mismas características que la cinta EL: flexibilidad, portabilidad, y un hermoso brillo suave.",10
TEM05147B,/t/e/tem05147b.jpg,Panel Electrolumniscente - 10cm x 10cm Amarillo, $210.00 ,"Una hermana grande a nuestra , el panel EL es un artículo similar que se presenta en un formato de 10 cm cuadrados. Se dará cuenta cuando se trabaje con ella que comparte algunas de las mismas características que la cinta EL: flexibilidad, portabilidad, y un hermoso brillo suave.",10
TEM05148B,/t/e/tem05148b.jpg,Panel Electrolumniscente - 10cm x 10cm Rojo, $210.00 ,"Una hermana grande a nuestra , el panel EL es un artículo similar que se presenta en un formato de 10 cm cuadrados. Se dará cuenta cuando se trabaje con ella que comparte algunas de las mismas características que la cinta EL: flexibilidad, portabilidad, y un hermoso brillo suave.",10
TEM05149B,/t/e/tem05149b.jpg,Panel Electrolumniscente - 10cm x 10cm Verde, $210.00 ,"Una hermana grande a nuestra , el panel EL es un artículo similar que se presenta en un formato de 10 cm cuadrados. Se dará cuenta cuando se trabaje con ella que comparte algunas de las mismas características que la cinta EL: flexibilidad, portabilidad, y un hermoso brillo suave.",10
TEM0514AB,/t/e/tem0514ab.jpg,Panel Electrolumniscente - Luz Azul 10cm x 10cm, $210.00 ,"Una hermana grande a nuestra , el panel EL es un artículo similar que se presenta en un formato de 10 cm cuadrados. Se dará cuenta cuando se trabaje con ella que comparte algunas de las mismas características que la cinta EL: flexibilidad, portabilidad, y un hermoso brillo suave.",10
TEM0514BB,/t/e/tem0514bb.jpg,Panel Electrolumniscente - Luz Azul 10cm x 10cm, $210.00 ,"Una hermana grande a nuestra , el panel EL es un artículo similar que se presenta en un formato de 10 cm cuadrados. Se dará cuenta cuando se trabaje con ella que comparte algunas de las mismas características que la cinta EL: flexibilidad, portabilidad, y un hermoso brillo suave.",10
TEM0514CB,/t/e/tem0514cb.jpg,Lámpara de 7 segmentos - 3 Pulgadas - Rojo, $115.00 ,"Encuentra los segmentos digitales un interesante material para crear obras de arte con ellos? Entonces no busque más allá de nuestros bloques de construcción de siete segmentos digitales. Ellos le permiten diseñar palabras, números o patrones únicos. Una unidad de este producto incluye tres segmentos horizontales y 4 segmentos verticales, suficientes para construir el número ""8"" o cualquier otra cosa que se te ocurra. Pide más si deseas hacer un patrón más grande.",29
TEM0514DB,/t/e/tem0514db.jpg,Lámpara de 7 segmentos - 5 pulgadas - Rojo, $190.00 ,"Encuentra los segmentos digitales un interesante material para crear obras de arte con ellos? Entonces no busque más allá de nuestros bloques de construcción de siete segmentos digitales. Ellos le permiten diseñar palabras, números o patrones únicos. Una unidad de este producto incluye tres segmentos horizontales y 4 segmentos verticales, suficientes para construir el número ""8"" o cualquier otra cosa que se te ocurra. Pide más si deseas hacer un patrón más grande.",61
TEM0514EB,/t/e/tem0514eb.jpg,Lámpara de 7 segmentos - 8 Pulgadas - Rojo, $250.00 ,"Encuentra los segmentos digitales un interesante material para crear obras de arte con ellos? Entonces no busque más allá de nuestros bloques de construcción de siete segmentos digitales. Ellos le permiten diseñar palabras, números o patrones únicos. Una unidad de este producto incluye tres segmentos horizontales y 4 segmentos verticales, suficientes para construir el número ""8"" o cualquier otra cosa que se te ocurra. Pide más si deseas hacer un patrón más grande.",149
TEM06271B,/t/e/tem06271b.jpg,Lámpara de 7 segmentos - 3 Pulgadas - Verde, $115.00 ,"Encuentra los segmentos digitales un interesante material para crear obras de arte con ellos? Entonces no busque más allá de nuestros bloques de construcción de siete segmentos digitales. Ellos le permiten diseñar palabras, números o patrones únicos. Una unidad de este producto incluye tres segmentos horizontales y 4 segmentos verticales, suficientes para construir el número ""8"" o cualquier otra cosa que se te ocurra. Pide más si deseas hacer un patrón más grande.",29
TEM06272B,/t/e/tem06272b.jpg,Lámpara de 7 segmentos - 5 pulgadas - Verde, $190.00 ,"Encuentra los segmentos digitales un interesante material para crear obras de arte con ellos? Entonces no busque más allá de nuestros bloques de construcción de siete segmentos digitales. Ellos le permiten diseñar palabras, números o patrones únicos. Una unidad de este producto incluye tres segmentos horizontales y 4 segmentos verticales, suficientes para construir el número ""8"" o cualquier otra cosa que se te ocurra. Pide más si deseas hacer un patrón más grande.",61
TEM06273B,/t/e/tem06273b.jpg,Lámpara de 7 segmentos - 8 pulgadas - Verde, $250.00 ,"Encuentra los segmentos digitales un interesante material para crear obras de arte con ellos? Entonces no busque más allá de nuestros bloques de construcción de siete segmentos digitales. Ellos le permiten diseñar palabras, números o patrones únicos. Una unidad de este producto incluye tres segmentos horizontales y 4 segmentos verticales, suficientes para construir el número ""8"" o cualquier otra cosa que se te ocurra. Pide más si deseas hacer un patrón más grande.",149
TEM08101B,/t/e/tem08101b.jpg,Placa Peltier - 20mm*20mm, $75.00 ,"Placa Peltier, o semiconductor enfriador, es un dispositivo disipador de calor que aprovecha el efecto Peltier. Es sólido, fiable, sin ruido y sin vibraciones, adecuado para aplicaciones que tienen límites en el espacio, el ruido y las vibraciones.
Las aplicaciones típicas de la placa Peltier son los sistemas de refrigeración para piezas de calentamiento, como LEDs y chips.",5
TEM08102B,/t/e/tem08102b.jpg,Placa Peltier - 25mm*25mm, $82.00 ,"Placa Peltire, también enfriador de semiconductor, es un dispositivo disipador de calor aprovechando el efecto Peltier. Es sólido, fiable, sin ruido y sin vibraciones, adecuado para aplicaciones que tienen límites en el espacio, el ruido y las vibraciones.
Las aplicaciones típicas de placa Peltier son los sistemas de refrigeración de las piezas de calentamiento, como LED y patatas fritas.",9
TEM09241B,/t/e/tem09241b.jpg,Peltier Plate - 30mm * 30mm, $91.00 ,"Placa Peltire, también enfriador de semiconductor, es un dispositivo disipador de calor aprovechando el efecto Peltier. Es sólido, fiable, sin ruido y sin vibraciones, adecuado para aplicaciones que tienen límites en el espacio, el ruido y las vibraciones.
Las aplicaciones típicas de placa Peltier son los sistemas de refrigeración de las piezas de calentamiento, como LED y patatas fritas.",15
TEM09242B,/t/e/tem09242b.jpg,Porta Baterías 12V 23A , $13.00 ,"La batería 23A es una fuente de alimentación ideal para proyectos que tienen estrictos requisitos de volumen, debido a su tamaño pequeño y gran capacidad. Muchos productos, como la cámara, el mando a distancia, tarjeta de música y así sucesivamente otros productos, ya lo han adoptado.",3
TEM09291B,/t/e/tem09291b.jpg,Micro generador hidroeléctrico 3.6V , $770.00 ,"Este micro generador hidroeléctrico G1/2 suministra electricidad limpia y renovable. Con la ayuda del circuito regulador interno, la salida de este generador es estable a 3.6V. Y la capacidad de la batería se ha mejorado desde 300mAh a 700mAh con respecto a la versión anterior.
Es hora de cambiar las baterías Li-Po en sus proyectos por una energía hidroeléctrica verde y más accesible.",222
TEM11291B,/t/e/tem11291b.jpg,Zócalo para sensor de gas, $13.00 ,Este zócalo es un accesorio muy útil para los sensores de gas. Se puede utilizar para extender los cables de los sensores de gas como MQ5 y sensores de humo. Esto ayuda a que sea posible montar el sensor de gas en una placa de prototipos o proteger sensor de gas del calor de la soldadura.,2
TES12995M,/t/e/tes12995m.jpg,DSJTAG - cable USB JTAG 2 en 1 para FPGA / CPLD," $1,280.00 ","DSJTAG es un cable USB JTAG 2 en 1 para FPGA / CPLD. La función de DSJTAG puede cambiarse mediante un interruptor.
Con el interruptor hacia abajo, DSJTAG actúa como un JTAG para FPGA Xilinx, compatible con la Plataforma Xilinx utilizando un Cable USB I. (Soporta todos los dispositivos y todas sus características). Con el interruptor hacia arriba, actúa como un JTAG para FPGA Altera, compatible con la plataforma Altera USB Blaster.",160
TES80315M,/t/e/tes80315m.jpg,Generador de Funciones - Mini DDS," $1,620.00 ","Esto es un generador de funciones de bajo costo y versátil capaz de producir muchas formas de onda diferentes. Al igual que FG085, este dispositivo es una herramienta fácil de utilizar. Es un ideal de prueba / experimento herramienta para aficionados a la electrónica y los estudiantes.",250
THM104C4B,/t/h/thm104c4b.jpg,Sensor de corriente AC no-invasiva (30A max), $180.00 ,"Sensor de corriente no-invasiva, utiliza este clip-sensor para construir un monitor de energía personal.",75
THM105C4B,/t/h/thm105c4b.jpg,Sensor de corriente AC no-invasiva (100Amax), $225.00 ,"Sensor de corriente, utiliza este sensor-clip para construir un monitor de energía.
Modelo: SCT-013-000
Nota: El color puede variar.",75
THM199C4M,/t/h/thm199c4m.jpg,Sondas para Bus Pirate, $235.00 ,Un cable/arnés de interfaz para el Bus Pirate V3 que hace más fácil conectar el Pirate Bus a un circuito y obtener señales. ¡No te quedes sin uno de estos! Son 10 sondas de colores.,21
TOL102C3B,/t/o/tol102c3b.jpg,Programador USB AVRISP ISP STK500 de Atmel , $590.00 ,"El programador AVRISP2.0 STK500 se comunica con el PC mediante el puerto USB, y funciona con la mayoría de los ordenadores PC y portátiles.",155
TOL104C3M,/t/o/tol104c3m.jpg,Kit Medidor de Capacitancia, $225.00 ,":
● Precisión alrededor del 1%.
● Rango de medición: 1pF - 500uF
● Interruptor automático del rango
● Puesta a cero disponible
● Salida serie de medición en tiempo real, lecturas con fecha y hora.
● Bajo costo y fácil de construir
El kit incluye:
Todas las partes excepto la fuente de alimentación.
Esquemas.
Manual.",32
TOL106C3M,/t/o/tol106c3m.jpg,Osciloscopio de almacenamiento digital con paneles," $1,010.00 ",Osciloscopio sencillo y práctico para el desarrollo a nivel Arduino.,198
TOL116C1B,/t/o/tol116c1b.jpg,Pinzas (anti magnéticas), $58.00 ,"Descripción:
Pinzas inoxidables de alta calidad , de cabeza recta. Anti-magnéticas y antiestáticas, muy buenas para el trabajo de soldadura SMD.",18
TOL120D6M,/t/o/tol120d6m.jpg,Tarjeta SanDisk 2GB microSD™ , $112.00 ,"Ésta tarjeta SanDisk 2GB microSD™ se puede utilizar en cualquier dispositivo que soporte tarjetas TF, como teléfonos celulares, cámaras digitales, videocámaras, shield de SD, DSO Nano v1/v2.",3
TOL130B2B,/t/o/tol130b2b.jpg,Sonda BNC para Osciloscopio - 100 MHz, $290.00 ,La Sonda P6100 se puede utilizar con los osciloscopios de propósito general que tienen una impedancia de entrada de 1MΩ y para señales con ancho de banda de hasta 100MHz. También es compatible con nuestro DSO Nano si usted tiene un .,70
TOL132C1B,/t/o/tol132c1b.jpg,Programador AVR USB, $285.00 ,"
El propósito general  de la tarjeta AVR Mega48  con  y los agujeros que coincidan con 0,1 pulgadas de placas prototipo de tono.",15
WLS03202M,/w/l/wls03202m.jpg,XBee Pro (802.15.4) - antena chip, $860.00 ,"Los módulos XBee Pro de radiofrecuencia fueron diseñados para cumplir con los estándares IEEE 802.15.4 y apoyar las necesidades únicas de bajo costo y bajo consumo de energía de redes de sensores inalámbricos. Los módulos requieren un mínimo de energía y proporcionan entrega fiable de datos entre dispositivos.
En comparación con XBee, la versión Pro tiene mayor alcance, pero mayor consumo.",4
WLS03204M,/w/l/wls03204m.jpg,"XBee Pro (DigiMesh 2,4) - antena chip", $860.00 ,"XBee-PRO DigiMesh con módulos RF 2.4 integrados utilizan el protocolo peer-to-peer DigiMesh a 2.4 GHz para implementaciones globales. Este inovador protocolo ofrece a los usuarios mayor estabilidad a través de la red en auto-correción, auto-descubrimiento y la operación densa de la red. Con soporte para routers en estado de espera, DigiMesh es ideal para aplicaciones sensibles a la energía que confían en la tecnología de baterías o recolección de energía para funcionar.",4
WLS03205M,/w/l/wls03205m.jpg,XBee Wi-Fi Antena PCB - S6," $1,390.00 ","Los módulos XBee RF con Wi-Fi incorporado ofrecen una conectividad simple de serie a IEEE 802.11. Tras unir los requisitos de baja energía/bajo costo de los dispositivos de redes inalámbricas con la infraestructura probada de 802,11, el XBee Wi-Fi crea nuevas oportunidades inalámbricas para la gestión de la energía, los procesos y la automatización industrial, las redes inalámbricas de sensores, gestión de activos y más.",5
WLS03281M,/w/l/wls03281m.jpg,PLL FM (88~108MHz) - Módulo transmisor de audio estéreo, $235.00 ,"Se trata de un módulo transmisor PLL FM de audio estéreo que puede transmitir voz/música de forma inalámbrica a señales de radios FM (Radio y receptor).
Mientras los transmisores generalmente utilizados trabajam en una sola o varias  frecuencias pre-determinadas, este puede transmitir cualquier señal estéreo de cualquier frecuencia dentro de la gama de 88-108MHz.",1
WLS03282M,/w/l/wls03282m.jpg,PLL FM(88~108MHz) - Módulo receptor de audio estéreo, $190.00 ,"Se trata de un módulo PLL FM receptor de audio estéreo que recoge las señales inalámbricas/señales de radiodifusión FM 88-108MHz, con las mismas funciones que un conjunto de Radio FM doméstico (Radio y receptor).
Mientras que generalmente los receptores trabajan en una sola o varias frecuencias pre-determinadas, este puede recoger cualquier señal estéreo de cualquier frecuencia dentro de la gama de 88-108MHz.",1
WLS07031M,/w/l/wls07031m.jpg,Antena PCB XBee - S1 (802.15.4), $660.00 ,Los Módulos XBee RF fueron diseñados para cumplir con los estándares IEEE 802.15.4 y apoyar las necesidades únicas de bajo costo y bajo consumo de energía en redes de sensores inalámbricos. Los módulos requieren un mínimo de energía y proporcionan una entrega fiable de datos entre dispositivos.,3
WLS07032M,/w/l/wls07032m.jpg,"XBee Pro (DigiMesh 2,4)", $930.00 ,"XBee-PRO DigiMesh con módulos RF 2.4 integrados utilizan el protocolo peer-to-peer DigiMesh a 2.4 GHz para implementaciones globales. Este inovador protocolo ofrece a los usuarios mayor estabilidad a través de la red en auto-corrección, auto-descubrimiento y la operación densa de la red. Con soporte para routers en estado de espera, DigiMesh es ideal para aplicaciones sensibles a la energía que confían en la tecnología de baterías o recolección de energía para funcionar.",4
WLS102B5B,/w/l/wls102b5b.jpg,Kit enlace RF - largo alcance 2 km - codificador y decodificador, $295.00 ,"Este es un kit de conexión RF de super largo alcance de 433mhz, viene con VCO, tecnología PLL, frecuencia constante y super capacidad anti interferencia. Usted directamente puede utilizarlo con su proyecto como transporte de datos inalámbricos y control remoto, etc.",12
WLS103B5B,/w/l/wls103b5b.jpg,kits de relés de conmutación a distancia 315MHz - 2 canales, $275.00 ,"Este interruptor remoto le permite controlar de forma remota cualquier dispositivo de 12V DC. Perfecto para controlar cualquier dispositivo de 12V, como luces, ventiladores, iluminación Paisajismo y más. Este kit de fácil cableado es perfecto para cualquier persona con un conocimiento básico de cableado eléctrico, y puede ser fácilmente conectado a muchas aplicaciones de 12V.",45
WLS105B5B,/w/l/wls105b5b.jpg,kit de enlace RF 315Mhz , $80.00 ,"El kit se compone de transmisor y receptor, popularmente usado para control remoto.",5
WLS106B5B,/w/l/wls106b5b.jpg,kits de enlace RF 315MHz - Con codificador y decodificador, $160.00 ,"Especificación básica:
Codificación y decodificación
   
MCU -&gt; Codificador - Transmisor&gt; ------ Receptor -&gt; Decoder -&gt; MCU,
PT2262 (Encoder) y PT2272 (descodificador) son opcionales, su existencia es:",20
WLS107B4B,/w/l/wls107b4b.jpg, kit de enlace RF 433Mhz, $80.00 ,"El kit se compone de transmisor y receptor, popularmente usado para control remoto.",5
WLS118B5B,/w/l/wls118b5b.jpg,Llavero inalámbrico para carro 315Mhz (batería incluida), $106.00 ,"Este es un llavero inalámbrico para coche con 4 botones: Bloqueo, desbloqueo, silencio y alarma. Un indicador LED azul se encenderá cuando se pulsa cualquier botón. Utilice este llavero para comunicarse con el  para su proyecto de control remoto. La distancia de comunicación puede llegar a 20 m.",30
WLS119E1B,/w/l/wls119e1b.jpg,Antena GSM (900/1800) con cable de interfaz, $106.00 ,"Antena GSM (900/1800), conector SMA, incluye un cable de interfaz (SMA a U.FL).",10
WLS120B5B,/w/l/wls120b5b.jpg,Relay Inalámbrico adaptativo, $125.00 ,Un relé inalámbrico es un codec receptor RF adaptable con un relé de un solo canal. Ayuda a una facil implementación de la tecnología inalámbrica de control de CA para aparatos eléctricos.,23
WLS121C2B,/w/l/wls121c2b.jpg,Antena integrada U.FL para GPS, $82.00 ,"Esta es una antena integrada, para GPS. Cuenta con un conector IPX/U.FL, se puede utilizar en  o en cualquier otro equipo de GPS que cuente con conector U.FL.",11
WLS123A1M,/w/l/wls123a1m.jpg,Módulo Bluetooth de puerto serie, $320.00 ,"Bluetooth por puerto serie, sustituto para conexiones serie por cable, uso transparente. Se puede utilizar simplemente como un reemplazo de puerto serie para establecer la conexión entre el MCU y el GPS, PC a su proyecto integrado, etc.",5
DEV102D2P,/d/e/dev102d2p.jpg,SDLogger - Data Logger, $590.00 ,"SDLogger es un sencillo registrador de datos serial. Se utiliza un procesador ATMEGA644P funcionando a 14.7456MHz y registros a escala completa con tarjetas SD. Es compatible tanto con las tarjetas estándar SD (FAT16) y SDHC (FAT32). Las tarjetas SDLogger con firmware OpenLog  1.61 instalado (compilado con soporte SDHC/FAT32 y un gran búfer de 2048 caracteres de entrada), junto con un cargador de arranque compatible con Arduino para facil actualización del programa.",7
OSK103B1P,/o/s/osk103b1p.jpg,Kit Orbshield v1.0 - Controles USB HID, $590.00 ,"Este es el OrbShield, una pequeña placa de circuitos que sirve de interfaz con el microcontrolador Arduino para convertir los dispositivos de juego serie en controles USB HID plug-and-play. Fue diseñado para el SpaceTec SpaceOrb 360, un controlador de seis grados de libertad para juegos 3D, y actualmente soporta al SpaceOrb 360 y a las series Spaceball 2000, 3000 y 4000 de controles CAD 3D.
Se ha comprobado que funciona con la versión de software Arduino 0016.",28
ACC01161M,/a/c/acc01161m.jpg,KIT para Taller - Nivel básico," $1,380.00 ","KIT con todos los componentes para participar en un taller Arduino
 El nivel Básico se compone de:
 
1 Arduino Uno + 1 cable USB
1 conectore recto con cabeza de alfiler de una sola línea 2,54 40x1
1 placa de experimentación con 840 puntos
1 Juego de 70 cables de puente para placa de experimentación 
5 resistencias de 10K ohm y 1/4W 
5 resistencias de 2.",239
ACC01191P,/a/c/acc01191p.jpg,Skeleton para proyectos - Acrílico TFT, $200.00 ,"El Skeleton está diseñado para satisfacer su necesidad de recintos de diferentes tamaños y dimensiones. Se compone de barras de aluminio durables y placas de acrílico. Un Skeleton es una unidad que se adapta a Arduino UNO/Mega, Serie Seeeduino y pantalla táctil 2,8"" TFT . ¿Necesitas una más grande? Siéntase libre de apilarla verticalmente u horizontalmente con remaches.",74
ACC01192P,/a/c/acc01192p.jpg,Skeleton Proyectos - TFT Madera, $200.00 ,"Skeleton está diseñado para satisfacer su necesidad de recintos de diferentes tamaños y dimensiones. Se compone de barras durables de aluminios y placas de acrílico. Un Skeleton es una unidad que se adapta a Arduino UNO/mega, serie Seeeduino y 2,8 ""TFT de pantalla táctil. ¿Necesitas una más grande? Siéntase libre de apilar verticalmente u horizontalmente con remaches.",75
ACC05221P,/a/c/acc05221p.jpg,Grove - 4 pin a pin Grove 4 cable convertidor (5 uds), $47.00 ,"El cable Grove de 4 pines convertidor de Shrounded a Grove permite a los elementos Grove conectarse fácilmente a diseños con el estándar de 0,1 ""(2,54 mm), como el .",24
ACC06271M,/a/c/acc06271m.jpg,Caja protectora de Acrílico para PCB, $71.00 ,"Kit de caja protectora de acrílico claro cortado con láser. Proteja su proyecto de cortocircuitos y los dedos, pero que sea accesible para ver y modificar. Está diseñado para ser simple, barato y fácil de montar. El proyecto en el PCB proyecto se intercala entre las dos hojas de acrílico cortadas con láser, y todo el conjunto se sujeta con tornillos de aluminio y separadores.
Las plantillas hacen que sea súper fácil diseñar su proyecto para la caja.",27
ACC07051M,/a/c/acc07051m.jpg,Caja de acrílico para Bus Pirate v3.6, $71.00 ,"Una caja de acrílico cortado con láser hecha para el . Ésta carcasa está diseñada para ser simple, fácil de ensamblar. El circuito impreso del Bus Pirate se hace sandwich (se aplasta) entre dos hojas de acrílico cortadas con láser, y todo el ensamble se mantiene unido gracias a tornillos y separadores de aluminio.
Esto sólo es compatible con el Bus Pirate v3.",26
ACC08224B,/a/c/acc08224b.jpg,Filamento ABS para impresora 3D - Rojo, $710.00 ,"ABS es estireno polimerizado comprimido compuesto de acrilonitrilo, butadieno y estireno. Acrilonitrilo y estireno proporcionan al ABS rigidez y superficie brillante. Polibutadieno da la tenacidad y resistencia al impacto. Aparte de estas cualidades, ABS realiza una fluidez mejor cuando ocurre la fusión y resiste la corrosión y la abrasión. Estas cualidades combinadas lo convierten en un material ideal para el moldeo por inyección y extrusión.",1134
ACC08226B,/a/c/acc08226b.jpg,Filamento ABS para impresora 3D - Amarillo, $710.00 ,"ABS es estireno polimerizado comprimido compuesto de acrilonitrilo, butadieno y estireno. Acrilonitrilo y estireno proporcionan al ABS rigidez y superficie brillante. Polibutadieno da la tenacidad y resistencia al impacto. Aparte de estas cualidades, ABS realiza una fluidez mejor cuando ocurre la fusión y resiste la corrosión y la abrasión. Estas cualidades combinadas lo convierten en un material ideal para el moldeo por inyección y extrusión.",1205
ACC08222B,/a/c/acc08222b.jpg,Filamento ABS para Impresora 3D - Negro, $710.00 ,"ABS es estireno polimerizado comprimido compuesto de acrilonitrilo, butadieno y estireno. Acrilonitrilo y estireno proporcionan al ABS rigidez y superficie brillante. Polibutadieno da la tenacidad y resistencia al impacto. Aparte de estas cualidades, ABS realiza una fluidez mejor cuando ocurre la fusión y resiste la corrosión y la abrasión. Estas cualidades combinadas lo convierten en un material ideal para el moldeo por inyección y extrusión.",1130
